Wavelength (nm),Absorbance,"Energy, eV",Direct transition,Indirect transition
733.0,0.002,1.6916780354706684,1.14470983027756e-05,0.058166623341408916
733.5,0.002,1.6905248807089297,1.1431497489183764e-05,0.05814679493676207
734.0,0.002,1.6893732970027249,1.1415928546503427e-05,0.058126986796198626
734.5,0.002,1.688223281143635,1.1400391387981524e-05,0.05810719888522652
735.0,0.002,1.6870748299319729,1.1384885927159983e-05,0.058087431169435835
735.5,0.002,1.6859279401767504,1.1369412077874484e-05,0.05806768361449853
736.0,0.002,1.684782608695652,1.1353969754253307e-05,0.05804795618616821
736.5,0.002,1.6836388323150033,1.133855887071611e-05,0.058028248850279865
737.0,0.002,1.682496607869742,1.1323179341972755e-05,0.058008561572749626
737.5,0.002,1.6813559322033897,1.1307831083022121e-05,0.0579888943195745
738.0,0.002,1.6802168021680217,1.1292514009150931e-05,0.05796924705683215
738.5,0.002,1.6790792146242384,1.1277228035932599e-05,0.05794961975068065
739.0,0.002,1.6779431664411366,1.1261973079226032e-05,0.057930012367358195
739.5,0.002,1.6768086544962812,1.1246749055174518e-05,0.05791042487318292
740.0,0.002,1.6756756756756757,1.1231555880204529e-05,0.0578908572345526
740.5,0.002,1.674544226873734,1.1216393471024606e-05,0.057871309417944466
741.0,0.002,1.6734143049932524,1.1201261744624201e-05,0.05785178138991491
741.5,0.002,1.672285906945381,1.1186160618272544e-05,0.057832273117099264
742.0,0.002,1.6711590296495957,1.1171090009517513e-05,0.05781278456621158
742.5,0.002,1.67003367003367,1.1156049836184517e-05,0.057793315704044355
743.0,0.002,1.6689098250336474,1.1141040016375358e-05,0.057773866497468344
743.5,0.002,1.6677874915938131,1.1126060468467134e-05,0.05775443691343225
744.0,0.002,1.6666666666666667,1.1111111111111113e-05,0.05773502691896258
744.5,0.002,1.6655473472128945,1.1096191863231642e-05,0.05771563648116331
745.0,0.002,1.6644295302013423,1.1081302644025044e-05,0.057696265567215736
745.5,0.002,1.6633132126089873,1.1066443372958521e-05,0.05767691414437821
746.0,0.002,1.6621983914209115,1.1051613969769063e-05,0.05765758217998586
746.5,0.002,1.6610850636302745,1.1036814354462373e-05,0.057638269641450454
747.0,0.002,1.6599732262382865,1.1022044447311781e-05,0.05761897649626009
747.5,0.002,1.6588628762541806,1.1007304168857171e-05,0.057599702711979006
748.0,0.002,1.6577540106951871,1.0992593439903915e-05,0.057580448256247314
748.5,0.002,1.6566466265865063,1.0977912181521805e-05,0.057561213096780826
749.0,0.002,1.6555407209612818,1.0963260315044004e-05,0.057541997201370786
749.5,0.002,1.6544362908605736,1.0948637762065971e-05,0.057522800537883646
750.0,0.002,1.6533333333333333,1.0934044444444443e-05,0.057503623074260865
750.5,0.002,1.6522318454363758,1.0919480284296368e-05,0.05748446477851865
751.0,0.002,1.6511318242343542,1.0904945203997866e-05,0.057465325618747766
751.5,0.002,1.650033266799734,1.0890439126183208e-05,0.057446205563113285
752.0,0.002,1.648936170212766,1.0875961973743778e-05,0.057427104579854386
752.5,0.002,1.6478405315614617,1.0861513669827043e-05,0.0574080226372841
753.0,0.002,1.6467463479415672,1.0847094137835556e-05,0.05738895970378915
753.5,0.002,1.645653616456536,1.0832703301425906e-05,0.057369915747829646
754.0,0.002,1.6445623342175066,1.0818341084507738e-05,0.05735089073793897
754.5,0.002,1.6434724983432738,1.0804007411242728e-05,0.05733188464272344
755.0,0.002,1.6423841059602649,1.0789702206043593e-05,0.05731289743086219
755.5,0.002,1.641297154202515,1.0775425393573097e-05,0.05729392907110691
756.0,0.002,1.6402116402116402,1.0761176898743039e-05,0.05727497953228164
756.5,0.002,1.6391275611368143,1.0746956646713284e-05,0.057256048783282526
757.0,0.002,1.6380449141347424,1.0732764562890783e-05,0.05723713679307767
757.5,0.002,1.636963696369637,1.071860057292858e-05,0.05721824353070683
758.0,0.002,1.6358839050131926,1.0704464602724851e-05,0.0571993689652813
758.5,0.002,1.6348055372445616,1.0690356578421918e-05,0.05718051306598362
759.0,0.002,1.6337285902503293,1.0676276426405314e-05,0.05716167580206741
759.5,0.002,1.6326530612244898,1.0662224073302792e-05,0.05714285714285714
760.0,0.002,1.631578947368421,1.0648199445983379e-05,0.05712405705774794
760.5,0.002,1.6305062458908612,1.063420247155644e-05,0.05710527551620535
761.0,0.002,1.6294349540078843,1.0620233077370704e-05,0.05708651248776517
761.5,0.002,1.628365068942876,1.060629119101335e-05,0.0570677679420332
762.0,0.002,1.627296587926509,1.0592376740309037e-05,0.057049041848685055
762.5,0.002,1.6262295081967213,1.0578489653319001e-05,0.05703033417746597
763.0,0.002,1.6251638269986894,1.0564629858340107e-05,0.05701164489819057
763.5,0.002,1.6240995415848067,1.0550797283903917e-05,0.05699297398074269
764.0,0.002,1.6230366492146597,1.0536991858775802e-05,0.05697432139507516
764.5,0.002,1.6219751471550032,1.052321351195398e-05,0.056955687111209595
765.0,0.002,1.6209150326797386,1.0509462172668633e-05,0.056937071099236194
765.5,0.002,1.619856303069889,1.049573777038099e-05,0.056918473329313546
766.0,0.002,1.6187989556135771,1.048204023478243e-05,0.05689989377166845
766.5,0.002,1.6177429876060012,1.0468369495793563e-05,0.05688133239659566
767.0,0.002,1.6166883963494132,1.045472548356335e-05,0.05686278917445772
767.5,0.002,1.6156351791530945,1.0441108128468207e-05,0.0568442640756848
768.0,0.002,1.6145833333333333,1.042751736111111e-05,0.0568257570707744
768.5,0.002,1.6135328562134028,1.0413953112320728e-05,0.056807268130291265
769.0,0.002,1.612483745123537,1.040041531315051e-05,0.056788797224867106
769.5,0.002,1.6114359974009096,1.038690389487786e-05,0.05677034432520046
770.0,0.002,1.6103896103896105,1.0373418789003205e-05,0.056751909402056426
770.5,0.002,1.6093445814406229,1.0359959927249173e-05,0.05673349242626657
771.0,0.002,1.608300907911803,1.034652724155972e-05,0.05671509336872863
771.5,0.002,1.6072585871678549,1.0333120664099234e-05,0.05669671220040638
772.0,0.002,1.6062176165803108,1.0319740127251737e-05,0.056678348892329436
772.5,0.002,1.6051779935275081,1.0306385563619986e-05,0.05666000341559305
773.0,0.002,1.6041397153945667,1.0293056906024648e-05,0.056641675741357915
773.5,0.002,1.6031027795733679,1.0279754087503433e-05,0.056623365840849975
